Apple Creek,Domestic,Year,Acre Feet,Acres,,,
Turtle,Municipal,2016,152.7,0,,,
Turtle,Municipal,2015,157.8,0,,,
Turtle,Municipal,2014,144,0,,,
Turtle,Municipal,2013,146,0,,,
Turtle,Municipal,2012,103.5,0,,,
Turtle,Municipal,2011,146.7,0,,,
Turtle,Municipal,2010,129.6,0,,,
Turtle,Municipal,2009,129,0,,,
Turtle,Municipal,2008,147.3,0,,,
Turtle,Municipal,2007,112.8,0,,,
Turtle,Municipal,2006,140.4,0,,,
Turtle,Municipal,2005,155.4,0,,,
Turtle,Municipal,2004,183.3,0,,,
Turtle,Municipal,2003,228.9,0,,,
Turtle,Municipal,2002,172.2,0,,,
Turtle,Municipal,2001,189,0,,,
Turtle,Municipal,2000,152.7,0,,,
Turtle,Municipal,1999,162,0,,,
Turtle,Municipal,1998,171.6,0,,,
Turtle,Municipal,1997,204,0,,,
Turtle,Municipal,1996,205.4,0,,,
Turtle,Municipal,1995,193,0,,,
Turtle,Municipal,1994,171.2,0,,,
Turtle,Municipal,1993,153.9,0,,,
Turtle,Municipal,1992,168.3,0,,,
Turtle,Municipal,1991,155.9,0,,,
Turtle,Municipal,1990,197.1,0,,,
Turtle,Municipal,1989,188.4,0,,,
Turtle,Municipal,1988,156.5,0,,,
Turtle,Municipal,1987,154.6,0,,,
Turtle,Municipal,1986,162.3,0,,,
Turtle,Municipal,1985,185.1,0,,,
Turtle,Municipal,1984,156.3,0,,,
Turtle,Municipal,1983,207,0,,,
Turtle,Municipal,1982,162.9,0,,,
Turtle,Municipal,1981,160,0,,,
Turtle,Municipal,1980,180.7,0,,,
Turtle,Municipal,1979,160,0,,,
Turtle,Municipal,1978,201.6,0,,,
Turtle,Municipal,1977,168,0,,,
Turtle,Rural Water,Year,Acre Feet,Acres,,,
Turtle,Rural Water,2019,1610.3,0,,,
Turtle,Rural Water,2018,1181.5,0,,,
Turtle,Rural Water,2017,1330.7,0,,,
Turtle,Rural Water,2016,1252.7,0,,,
Turtle,Rural Water,2015,1385,0,,,
Turtle,Rural Water,2014,1131.1,0,,,
Turtle,Rural Water,2013,1280.7,0,,,
Turtle,Rural Water,2012,1291.1,0,,,
Turtle,Rural Water,2011,1150.3,0,,,
Turtle,Rural Water,2010,1077.4,0,,,
Turtle,Rural Water,2009,1177.2,0,,,
Turtle,Rural Water,2008,1040.2,0,,,
Turtle,Rural Water,2007,1270.9,0,,,
Turtle,Rural Water,2006,1318.2,0,,,
Turtle,Rural Water,2005,1223.3,0,,,
Turtle,Rural Water,2004,1540.5,0,,,
Turtle,Rural Water,2003,1406.2,0,,,
Turtle,Rural Water,2002,1255.2,0,,,
Turtle,Rural Water,2001,1410.5,0,,,
Turtle,Rural Water,2000,1315,0,,,
Turtle,Rural Water,1999,1544.3,0,,,
Turtle,Rural Water,1998,1654.9,0,,,
Turtle,Rural Water,1997,1730.3,0,,,
Turtle,Rural Water,1996,1521,0,,,
Turtle,Rural Water,1995,1420.8,0,,,
Turtle,Rural Water,1994,1383.5,0,,,
Turtle,Rural Water,1993,1405,0,,,
Turtle,Rural Water,1992,1300.9,0,,,
Turtle,Rural Water,1991,1411.2,0,,,
Turtle,Rural Water,1990,1462,0,,,
Turtle,Rural Water,1989,1460.6,0,,,
Turtle,Rural Water,1988,1168.5,0,,,
Turtle,Rural Water,1987,1130.3,0,,,
Turtle,Rural Water,1986,908.3,0,,,
Turtle,Rural Water,1985,1102.6,0,,,
Turtle,Rural Water,1984,884.9,0,,,
Turtle,Rural Water,1983,843.8,0,,,
Turtle,Rural Water,1982,925.5,0,,,
Turtle,Rural Water,1981,930.1,0,,,
Turtle,Rural Water,1980,910.3,0,,,
Turtle,Rural Water,1979,754.3,0,,,
Turtle,Rural Water,1978,753.2,0,,,
Turtle,Rural Water,1977,593.1,0,,,
Upper Cannonball,Industrial,Year,Acre Feet,Acres,,,
Upper Cannonball,Industrial,2019,33.3,0,,,
Upper Cannonball,Industrial,2018,0,0,,,
Upper Cannonball,Industrial,2011,0,0,,,
Upper Cannonball,Industrial,2010,0,0,,,
Upper Cannonball,Industrial,2009,0,0,,,
Upper Cannonball,Industrial,2008,0,0,,,
Upper Cannonball,Industrial,2007,0,0,,,
Upper Cannonball,Industrial,2006,0,0,,,
Upper Cannonball,Industrial,2005,0,0,,,
Upper Cannonball,Industrial,2004,0,0,,,
Upper Cannonball,Industrial,2003,0,0,,,
Upper Cannonball,Industrial,1993,0,0,,,
Upper Cannonball,Industrial,1992,0,0,,,
Upper Cannonball,Industrial,1991,0,0,,,
Upper Cannonball,Industrial,1990,0,0,,,
Upper Cannonball,Industrial,1989,0,0,,,
Upper Cannonball,Industrial,1988,3.5,0,,,
Upper Cannonball,Irrigation,Year,Acre Feet,Acres,,,
Upper Cannonball,Irrigation,1985,0,0,,,
Upper Cannonball,Irrigation,1984,0,0,,,
Upper Cannonball,Irrigation,1983,0,0,,,
Upper Cannonball,Irrigation,1982,0,0,,,
Upper Cannonball,Irrigation,1981,0,0,,,
Upper Cannonball,Irrigation,1980,0,0,,,
Upper Cannonball,Irrigation,1979,0,0,,,
Upper Cannonball,Irrigation,1978,0,0,,,
Upper Cannonball,Municipal,Year,Acre Feet,Acres,,,
Upper Cannonball,Municipal,2019,0.4,0,,,
Upper Cannonball,Municipal,2018,0.2,0,,,
Upper Cannonball,Municipal,2017,38.5,0,,,
Upper Cannonball,Municipal,2016,41.2,0,,,
Upper Cannonball,Municipal,2015,0.2,0,,,
Upper Cannonball,Municipal,2014,0.1,0,,,
Upper Cannonball,Municipal,2013,0.2,0,,,
Upper Cannonball,Municipal,2012,0.2,0,,,
Upper Cannonball,Municipal,2011,0.4,0,,,
Upper Cannonball,Municipal,2010,0.2,0,,,
Upper Cannonball,Municipal,2009,0.5,0,,,
Upper Cannonball,Municipal,2008,0.7,0,,,
Upper Cannonball,Municipal,2007,0.5,0,,,
Upper Cannonball,Municipal,2006,0.4,0,,,
Upper Cannonball,Municipal,2005,0.4,0,,,
Upper Cannonball,Municipal,2004,2.7,0,,,
Upper Cannonball,Municipal,2003,3,0,,,
Upper Cannonball,Municipal,2002,2.4,0,,,
Upper Cannonball,Municipal,2001,1.4,0,,,
Upper Cannonball,Municipal,2000,24.8,0,,,
Upper Cannonball,Municipal,1999,30.8,0,,,
Upper Cannonball,Municipal,1998,31.2,0,,,
Upper Cannonball,Municipal,1997,112,0,,,
Upper Cannonball,Municipal,1996,122.8,0,,,
Upper Cannonball,Municipal,1995,109.7,0,,,
Upper Cannonball,Municipal,1994,194,0,,,
Upper Cannonball,Municipal,1993,219.9,0,,,
Upper Cannonball,Municipal,1992,242.8,0,,,
Upper Cannonball,Municipal,1991,243.2,0,,,
Upper Cannonball,Municipal,1990,221.8,0,,,
Upper Cannonball,Municipal,1989,274,0,,,
Upper Cannonball,Municipal,1988,119.2,0,,,
Upper Cannonball,Municipal,1987,113.6,0,,,
Upper Cannonball,Municipal,1986,246.5,0,,,
Upper Cannonball,Municipal,1985,258.3,0,,,
Upper Cannonball,Municipal,1984,282,0,,,
Upper Cannonball,Municipal,1983,284,0,,,
Upper Cannonball,Municipal,1982,302,0,,,
Upper Cannonball,Municipal,1981,280.3,0,,,
Upper Cannonball,Municipal,1980,326,0,,,
Upper Cannonball,Municipal,1979,321,0,,,
Upper Cannonball,Municipal,1978,383.2,0,,,
Upper Cannonball,Municipal,1977,356.5,0,,,
Upper Cannonball,Rural Water,Year,Acre Feet,Acres,,,
Upper Cannonball,Rural Water,2011,0,0,,,
Upper Cannonball,Rural Water,2010,0,0,,,
Upper Cannonball,Rural Water,2009,0,0,,,
Upper Cannonball,Rural Water,2008,0,0,,,
Upper Cannonball,Rural Water,2007,0,0,,,
Upper Cannonball,Rural Water,2006,0,0,,,
Upper Cannonball,Rural Water,2005,0,0,,,
Upper Cannonball,Rural Water,2004,0,0,,,
Upper Cannonball,Rural Water,2003,0,0,,,
Upper Cannonball,Rural Water,2002,0,0,,,
Upper Cannonball,Rural Water,2001,0,0,,,
Upper Cannonball,Rural Water,2000,0,0,,,
Upper Cannonball,Rural Water,1999,0,0,,,
Upper Cannonball,Rural Water,1998,0,0,,,
Upper Cannonball,Rural Water,1997,0,0,,,
Upper Cannonball,Rural Water,1996,0,0,,,
Upper Cannonball,Rural Water,1995,0,0,,,
Upper Cannonball,Rural Water,1994,0.4,0,,,
Upper Cannonball,Rural Water,1993,0.6,0,,,
Upper Cannonball,Rural Water,1992,0.6,0,,,
Upper Cannonball,Rural Water,1991,1.4,0,,,
Upper Cannonball,Rural Water,1990,1.4,0,,,
Upper Cannonball,Rural Water,1989,0.8,0,,,
Upper Cannonball,Rural Water,1988,0.8,0,,,
Upper Cannonball,Rural Water,1987,0.6,0,,,
Upper Cannonball,Rural Water,1986,0.1,0,,,
Upper Heart,Industrial,Year,Acre Feet,Acres,,,
Upper Heart,Industrial,2019,364.9,0,,,
Upper Heart,Industrial,2018,317,0,,,
Upper Heart,Industrial,2017,304.1,0,,,
Upper Heart,Industrial,2016,406.3,0,,,
Upper Heart,Industrial,2015,457.8,0,,,
Upper Heart,Industrial,2014,528.1,0,,,
Upper Heart,Industrial,2013,309.1,0,,,
Upper Heart,Industrial,2012,407.2,0,,,
Upper Heart,Industrial,2011,376.7,0,,,
Upper Heart,Industrial,2010,365.9,0,,,
Upper Heart,Industrial,2009,341,0,,,
Upper Heart,Industrial,2008,338.8,0,,,
Upper Heart,Industrial,2007,457.4,0,,,
Upper Heart,Industrial,2006,599,0,,,
Upper Heart,Industrial,2005,861.1,0,,,
Upper Heart,Industrial,2004,800.2,0,,,
Upper Heart,Industrial,2003,1012.1,0,,,
Upper Heart,Industrial,2002,940.2,0,,,
Upper Heart,Industrial,2001,985.5,0,,,
Upper Heart,Industrial,2000,1194.1,0,,,
Upper Heart,Industrial,1999,1324.4,0,,,
Upper Heart,Industrial,1998,1255.8,0,,,
Upper Heart,Industrial,1997,1079.6,0,,,
Upper Heart,Industrial,1996,395.9,0,,,
Upper Heart,Industrial,1995,275,0,,,
Upper Heart,Industrial,1994,66.4,0,,,
Upper Heart,Industrial,1993,95,0,,,
Upper Heart,Industrial,1992,293.9,0,,,
Upper Heart,Industrial,1991,302,0,,,
Upper Heart,Industrial,1990,387.3,0,,,
Upper Heart,Industrial,1989,306.3,0,,,
Upper Heart,Industrial,1988,316.2,0,,,
Upper Heart,Industrial,1987,324.6,0,,,
Upper Heart,Industrial,1986,459.5,0,,,
Upper Heart,Industrial,1985,395.4,0,,,
Upper Heart,Industrial,1984,341.4,0,,,
Upper Heart,Industrial,1983,348.5,0,,,
Upper Heart,Industrial,1982,296.3,0,,,
Upper Heart,Industrial,1981,279.2,0,,,
Upper Heart,Industrial,1980,317.5,0,,,
Upper Heart,Industrial,1979,435.7,0,,,
Upper Heart,Industrial,1978,344.9,0,,,
Upper Heart,Industrial,1977,387.8,0,,,
Upper Heart,Irrigation,Year,Acre Feet,Acres,,,
Upper Heart,Irrigation,2013,0,0,,,
Upper Heart,Irrigation,2012,0,0,,,
Upper Heart,Irrigation,2011,0,0,,,
Upper Heart,Irrigation,2010,0,0,,,
Upper Heart,Irrigation,2009,0,0,,,
Upper Heart,Irrigation,2008,0,0,,,
Upper Heart,Irrigation,2007,0,0,,,
Upper Heart,Irrigation,2006,0,0,,,
Upper Heart,Irrigation,2005,0,0,,,
Upper Heart,Irrigation,2004,0,0,,,
Upper Heart,Irrigation,2003,0,0,,,
Upper Heart,Irrigation,2002,0,0,,,
Upper Heart,Irrigation,2001,0,0,,,
Upper Heart,Irrigation,2000,0,0,,,
Upper Heart,Irrigation,1999,0,0,,,
Upper Heart,Irrigation,1998,0,0,,,
Upper Heart,Irrigation,1996,0,0,,,
Upper Heart,Irrigation,1995,0,0,,,
Upper Heart,Irrigation,1994,0,0,,,
Upper Heart,Irrigation,1993,0,0,,,
Upper Heart,Irrigation,1992,0,0,,,
Upper Heart,Irrigation,1991,0,0,,,
Upper Heart,Irrigation,1990,0,0,,,
Upper Heart,Irrigation,1989,0,0,,,
Upper Heart,Irrigation,1988,0,0,,,
Upper Heart,Irrigation,1987,0,0,,,
Upper Heart,Irrigation,1986,0,0,,,
Upper Heart,Irrigation,1985,0,0,,,
Upper Heart,Irrigation,1984,0,0,,,
Upper Heart,Irrigation,1983,23.3,70,,,
Upper Heart,Irrigation,1981,0,0,,,
Upper Heart,Irrigation,1980,0,0,,,
Upper Heart,Irrigation,1979,0,0,,,
Upper Heart,Irrigation,1978,0,0,,,
Upper Heart,Irrigation,1977,3.4,70,,,
Upper Heart,Municipal,Year,Acre Feet,Acres,,,
Upper Heart,Municipal,2019,0,0,,,
Upper Heart,Municipal,2018,0,0,,,
Upper Heart,Municipal,2017,19.3,0,,,
Upper Heart,Municipal,2016,20.3,0,,,
Upper Heart,Municipal,2015,1.2,0,,,
Upper Heart,Municipal,2014,1.7,0,,,
Upper Heart,Municipal,2013,1.1,0,,,
Upper Heart,Municipal,2012,1.2,0,,,
Upper Heart,Municipal,2011,0.8,0,,,
Upper Heart,Municipal,2010,1.5,0,,,
Upper Heart,Municipal,2009,1.2,0,,,
Upper Heart,Municipal,2008,1.5,0,,,
Upper Heart,Municipal,2007,1.5,0,,,
Upper Heart,Municipal,2006,1.6,0,,,
Upper Heart,Municipal,2005,2,0,,,
Upper Heart,Municipal,2004,0.3,0,,,
Upper Heart,Municipal,2003,4,0,,,
Upper Heart,Municipal,2002,14.3,0,,,
Upper Heart,Municipal,2001,18.6,0,,,
Upper Heart,Municipal,2000,16,0,,,
Upper Heart,Municipal,1999,19.8,0,,,
Upper Heart,Municipal,1998,26.4,0,,,
Upper Heart,Municipal,1997,16.9,0,,,
Upper Heart,Municipal,1996,18.1,0,,,
Upper Heart,Municipal,1995,152.4,0,,,
Upper Heart,Municipal,1994,193.6,0,,,
Upper Heart,Municipal,1993,210.2,0,,,
Upper Heart,Municipal,1992,220.5,0,,,
Upper Heart,Municipal,1991,241.8,0,,,
Upper Heart,Municipal,1990,253.8,0,,,
Upper Heart,Municipal,1989,243.6,0,,,
Upper Heart,Municipal,1988,243.5,0,,,
Upper Heart,Municipal,1987,206.1,0,,,
Upper Heart,Municipal,1986,212.4,0,,,
Upper Heart,Municipal,1985,247.7,0,,,
Upper Heart,Municipal,1984,288.6,0,,,
Upper Heart,Municipal,1983,236.4,0,,,
Upper Heart,Municipal,1982,233.2,0,,,
Upper Heart,Municipal,1981,265.1,0,,,
Upper Heart,Municipal,1980,247.4,0,,,
Upper Heart,Municipal,1979,183,0,,,
Upper Heart,Municipal,1978,100.1,0,,,
Upper Heart,Municipal,1977,39.6,0,,,
Upper Heart,Rural Water,Year,Acre Feet,Acres,,,
Upper Heart,Rural Water,2017,0,0,,,
Upper Heart,Rural Water,2016,0,0,,,
Upper Heart,Rural Water,2015,0,0,,,
Upper Heart,Rural Water,2014,0,0,,,
Upper Heart,Rural Water,2013,0.1,0,,,
Upper Heart,Rural Water,2012,0.2,0,,,
Upper Heart,Rural Water,2011,0.2,0,,,
Upper Heart,Rural Water,2010,0.1,0,,,
Upper Heart,Rural Water,2009,0.2,0,,,
Upper Heart,Rural Water,2008,0.6,0,,,
Upper Heart,Rural Water,2007,0.5,0,,,
Upper Heart,Rural Water,2006,0.2,0,,,
Upper Heart,Rural Water,2005,0.4,0,,,
Upper Heart,Rural Water,2004,0.8,0,,,
Upper Heart,Rural Water,2003,0.5,0,,,
Upper Heart,Rural Water,2002,0.9,0,,,
Upper Heart,Rural Water,2001,0.5,0,,,
Upper Heart,Rural Water,2000,0.3,0,,,
Upper Heart,Rural Water,1999,0.7,0,,,
Upper Heart,Rural Water,1998,0.5,0,,,
Upper Heart,Rural Water,1997,0.3,0,,,
Upper Heart,Rural Water,1996,0.1,0,,,
Upper Heart,Rural Water,1995,0.3,0,,,
Upper Heart,Rural Water,1994,0.4,0,,,
Upper Heart,Rural Water,1993,4.4,0,,,
Upper Heart,Rural Water,1992,10.2,0,,,
Upper Heart,Rural Water,1991,10.7,0,,,
Upper Heart,Rural Water,1990,11.4,0,,,
Upper Heart,Rural Water,1989,11.9,0,,,
Upper Heart,Rural Water,1988,10.5,0,,,
Upper Heart,Rural Water,1987,8.8,0,,,
Upper Heart,Rural Water,1986,10.5,0,,,
Upper Heart,Rural Water,1985,11.5,0,,,
Upper Heart,Rural Water,1984,11.3,0,,,
Upper Heart,Rural Water,1983,9.7,0,,,
Upper Heart,Rural Water,1982,7.3,0,,,
Upper Heart,Rural Water,1981,1.5,0,,,
Upper James,Fish and Wildlife,Year,Acre Feet,Acres,,,
Upper James,Fish and Wildlife,2018,0.2,0,,,
Upper James,Fish and Wildlife,2017,1,0,,,
Upper James,Fish and Wildlife,2016,0,0,,,
Upper James,Fish and Wildlife,1981,0,0,,,
Upper James,Fish and Wildlife,1979,55.2,0,,,
Upper James,Fish and Wildlife,1978,45,0,,,
Upper James,Fish and Wildlife,1977,45,0,,,
Upper James,Industrial,Year,Acre Feet,Acres,,,
Upper James,Industrial,2019,1286.3,0,,,
Upper James,Industrial,2018,1396.4,0,,,
Upper James,Industrial,2017,2245.8,0,,,
Upper James,Industrial,2016,2927.5,0,,,
Upper James,Industrial,2015,2792.9,0,,,
Upper James,Industrial,2014,2338.9,0,,,
Upper James,Industrial,2013,2198.5,0,,,
Upper James,Industrial,2012,1976.8,0,,,
Upper James,Industrial,2011,2054,0,,,
Upper James,Industrial,2010,2617.1,0,,,
Upper James,Industrial,2009,2789.3,0,,,
Upper James,Industrial,2008,3452.5,0,,,
Upper James,Industrial,2007,3690.1,0,,,
Upper James,Industrial,2006,3618.5,0,,,
Upper James,Industrial,2005,3871.9,0,,,
Upper James,Industrial,2004,3439.4,0,,,
Upper James,Industrial,2003,2694.8,0,,,
Upper James,Industrial,2002,2970.9,0,,,
Upper James,Industrial,2001,2883.1,0,,,
Upper James,Industrial,2000,2625.9,0,,,
Upper James,Industrial,1999,2614.8,0,,,
Upper James,Industrial,1998,2476.2,0,,,
Upper James,Industrial,1997,1983.3,0,,,
Upper James,Industrial,1996,1814.1,0,,,
Upper James,Industrial,1995,1912.9,0,,,
Upper James,Industrial,1994,1780.4,0,,,
Upper James,Industrial,1993,1825.7,0,,,
Upper James,Industrial,1992,2112.8,0,,,
Upper James,Industrial,1991,2151.2,0,,,
Upper James,Industrial,1990,2039.1,0,,,
Upper James,Industrial,1989,2279.3,0,,,
Upper James,Industrial,1988,2168,0,,,
Upper James,Industrial,1987,1799.5,0,,,
Upper James,Industrial,1986,1418.7,0,,,
Upper James,Industrial,1985,1194.4,0,,,
Upper James,Industrial,1984,1251.1,0,,,
Upper James,Industrial,1983,1032.2,0,,,
Upper James,Industrial,1982,973,0,,,
Upper James,Industrial,1981,888.4,0,,,
Upper James,Industrial,1980,951.4,0,,,
Upper James,Industrial,1979,1004.6,0,,,
Upper James,Industrial,1978,872.5,0,,,
Upper James,Industrial,1977,548.6,0,,,
Upper James,Irrigation,Year,Acre Feet,Acres,,,
Upper James,Irrigation,2019,8705.3,23308.2,,,
Upper James,Irrigation,2018,16415.1,27745.9,,,
Upper James,Irrigation,2017,21289.1,28791.4,,,
Upper James,Irrigation,2016,18267.7,28899.9,,,
Upper James,Irrigation,2015,20640.2,28604.5,,,
Upper James,Irrigation,2014,14707,26740.6,,,
Upper James,Irrigation,2013,19774.8,27169.3,,,
Upper James,Irrigation,2012,20170.3,25311.7,,,
Upper James,Irrigation,2011,8344.4,20670.4,,,
Upper James,Irrigation,2010,12293.9,22884.7,,,
Upper James,Irrigation,2009,13639.3,23200.2,,,
Upper James,Irrigation,2008,18408.7,27184.8,,,
Upper James,Irrigation,2007,13707.2,23736.9,,,
Upper James,Irrigation,2006,17721.4,24281.3,,,
Upper James,Irrigation,2005,9410.8,22557.4,,,
Upper James,Irrigation,2004,15329.4,25223.6,,,
Upper James,Irrigation,2003,11852,22071.1,,,
Upper James,Irrigation,2002,12408.7,22756.8,,,
Upper James,Irrigation,2001,11674.8,20654.7,,,
Upper James,Irrigation,2000,9975.4,20567.2,,,
Upper James,Irrigation,1999,9834,19537.6,,,
Upper James,Irrigation,1998,9694.3,21596,,,
Upper James,Irrigation,1997,13420.5,24453.9,,,
Upper James,Irrigation,1996,15410.9,24003.2,,,
Upper James,Irrigation,1995,13143,23870.5,,,
Upper James,Irrigation,1994,15547.1,24084.8,,,
Upper James,Irrigation,1993,6949.5,18405,,,
Upper James,Irrigation,1992,13659.1,23230.8,,,
Upper James,Irrigation,1991,15008.9,22176.9,,,
Upper James,Irrigation,1990,19369.3,21158.1,,,
Upper James,Irrigation,1989,18293.5,20701,,,
Upper James,Irrigation,1988,23413.2,19390.3,,,
Upper James,Irrigation,1987,15085.4,18980.9,,,
Upper James,Irrigation,1986,10739,19483.8,,,
Upper James,Irrigation,1985,17625,20760.4,,,
Upper James,Irrigation,1984,17786.4,20162.3,,,
Upper James,Irrigation,1983,14278.5,18440.1,,,
Upper James,Irrigation,1982,13426.5,14636.1,,,
Upper James,Irrigation,1981,9465.6,12351.6,,,
Upper James,Irrigation,1980,8911.8,10568.9,,,
Upper James,Irrigation,1979,6871.4,9589.7,,,
Upper James,Irrigation,1978,7736.7,10170.9,,,
Upper James,Irrigation,1977,9905.8,10678.3,,,
Upper James,Municipal,Year,Acre Feet,Acres,,,
Upper James,Municipal,2019,3991.8,0,,,
Upper James,Municipal,2018,4144,0,,,
Upper James,Municipal,2017,3696.5,0,,,
Upper James,Municipal,2016,4126.1,0,,,
Upper James,Municipal,2015,3608.5,0,,,
Upper James,Municipal,2014,3693.8,0,,,
Upper James,Municipal,2013,3630.7,0,,,
Upper James,Municipal,2012,3555.2,0,,,
Upper James,Municipal,2011,3379.6,0,,,
Upper James,Municipal,2010,3439.5,0,,,
Upper James,Municipal,2009,3520,0,,,
Upper James,Municipal,2008,3388.6,0,,,
Upper James,Municipal,2007,3860,0,,,
Upper James,Municipal,2006,4653.3,0,,,
Upper James,Municipal,2005,4968.1,0,,,
Upper James,Municipal,2004,4974.6,0,,,
Upper James,Municipal,2003,4769.9,0,,,
Upper James,Municipal,2002,3986.6,0,,,
Upper James,Municipal,2001,4357.5,0,,,
Upper James,Municipal,2000,4293.1,0,,,
Upper James,Municipal,1999,4098.9,0,,,
Upper James,Municipal,1998,4408.3,0,,,
Upper James,Municipal,1997,4518.9,0,,,
Upper James,Municipal,1996,3438.6,0,,,
Upper James,Municipal,1995,2870.3,0,,,
Upper James,Municipal,1994,2952.8,0,,,
Upper James,Municipal,1993,2526.3,0,,,
Upper James,Municipal,1992,3025.8,0,,,
Upper James,Municipal,1991,3317.9,0,,,
Upper James,Municipal,1990,3607.1,0,,,
Upper James,Municipal,1989,3542.4,0,,,
Upper James,Municipal,1988,3945.8,0,,,
Upper James,Municipal,1987,3283.3,0,,,
Upper James,Municipal,1986,2894.7,0,,,
Upper James,Municipal,1985,3239,0,,,
Upper James,Municipal,1984,3579.8,0,,,
Upper James,Municipal,1983,3238.2,0,,,
Upper James,Municipal,1982,3002.7,0,,,
Upper James,Municipal,1981,2670.1,0,,,
Upper James,Municipal,1980,2697.3,0,,,
Upper James,Municipal,1979,2651,0,,,
Upper James,Municipal,1978,2353.6,0,,,
Upper James,Municipal,1977,2565.3,0,,,
Upper James,Rural Water,Year,Acre Feet,Acres,,,
Upper James,Rural Water,2019,1580,0,,,
Upper James,Rural Water,2018,1584.4,0,,,
Upper James,Rural Water,2017,1480.9,0,,,
Upper James,Rural Water,2016,1480.3,0,,,
Upper James,Rural Water,2015,1241.3,0,,,
Upper James,Rural Water,2014,1457.5,0,,,
Upper James,Rural Water,2013,1459.9,0,,,
Upper James,Rural Water,2012,1499.8,0,,,
Upper James,Rural Water,2011,1380,0,,,
Upper James,Rural Water,2010,1385.9,0,,,
Upper James,Rural Water,2009,1421.4,0,,,
Upper James,Rural Water,2008,1373.1,0,,,
Upper James,Rural Water,2007,1373.9,0,,,
Upper James,Rural Water,2006,1384.9,0,,,
Upper James,Rural Water,2005,1279.5,0,,,
Upper James,Rural Water,2004,1233.4,0,,,
Upper James,Rural Water,2003,1348.5,0,,,
Upper James,Rural Water,2002,1346.4,0,,,
Upper James,Rural Water,2001,1399.3,0,,,
Upper James,Rural Water,2000,1368.9,0,,,
Upper James,Rural Water,1999,1335.6,0,,,
Upper James,Rural Water,1998,1262.2,0,,,
Upper James,Rural Water,1997,1135,0,,,
Upper James,Rural Water,1996,768.6,0,,,
Upper James,Rural Water,1995,742.9,0,,,
Upper James,Rural Water,1994,697.6,0,,,
Upper James,Rural Water,1993,663.8,0,,,
Upper James,Rural Water,1992,665,0,,,
Upper James,Rural Water,1991,635.9,0,,,
Upper James,Rural Water,1990,624.6,0,,,
Upper James,Rural Water,1989,636,0,,,
Upper James,Rural Water,1988,664.8,0,,,
Upper James,Rural Water,1987,550.5,0,,,
Upper James,Rural Water,1986,438.9,0,,,
Upper James,Rural Water,1985,407.4,0,,,
Upper James,Rural Water,1984,401.3,0,,,
Upper James,Rural Water,1983,364.1,0,,,
Upper James,Rural Water,1982,356.2,0,,,
Upper James,Rural Water,1981,309.7,0,,,
Upper James,Rural Water,1980,127.8,0,,,
Upper James,Rural Water,1979,1.8,0,,,
Upper Lake Oahe,Industrial,Year,Acre Feet,Acres,,,
Upper Lake Oahe,Industrial,2015,0,0,,,
Upper Lake Oahe,Industrial,2014,0,0,,,
Upper Lake Oahe,Industrial,2013,0,0,,,
Upper Lake Oahe,Industrial,2012,0,0,,,
Upper Lake Oahe,Industrial,2011,0,0,,,
Upper Lake Oahe,Industrial,2010,0,0,,,
Upper Lake Oahe,Industrial,2009,0.3,0,,,
Upper Lake Oahe,Industrial,2008,0.3,0,,,
Upper Lake Oahe,Industrial,2007,0.3,0,,,
Upper Lake Oahe,Industrial,2006,0.3,0,,,
Upper Lake Oahe,Industrial,2005,0.3,0,,,
Upper Lake Oahe,Industrial,2004,0.3,0,,,
Upper Lake Oahe,Industrial,2003,0.3,0,,,
Upper Lake Oahe,Industrial,2002,0.3,0,,,
Upper Lake Oahe,Industrial,2001,0.3,0,,,
Upper Lake Oahe,Industrial,2000,0.8,0,,,
Upper Lake Oahe,Industrial,1999,1,0,,,
Upper Lake Oahe,Industrial,1998,0,0,,,
Upper Lake Oahe,Industrial,1997,0,0,,,
Upper Lake Oahe,Industrial,1996,0,0,,,
Upper Lake Oahe,Industrial,1995,0,0,,,
Upper Lake Oahe,Industrial,1994,0,0,,,
Upper Lake Oahe,Industrial,1993,0,0,,,
Upper Lake Oahe,Industrial,1992,0,0,,,
Upper Lake Oahe,Industrial,1991,0,0,,,
Upper Lake Oahe,Industrial,1990,1.3,0,,,
Upper Lake Oahe,Industrial,1989,1.5,0,,,
Upper Lake Oahe,Industrial,1988,1.4,0,,,
Upper Lake Oahe,Industrial,1987,0,0,,,
Upper Lake Oahe,Industrial,1986,0.5,0,,,
Upper Lake Oahe,Industrial,1985,0,0,,,
Upper Lake Oahe,Industrial,1984,0.7,0,,,
Upper Lake Oahe,Industrial,1983,0,0,,,
Upper Lake Oahe,Industrial,1982,2,0,,,
Upper Lake Oahe,Industrial,1981,0,0,,,
Upper Lake Oahe,Industrial,1980,5.6,0,,,
Upper Lake Oahe,Industrial,1979,39,0,,,
Upper Lake Oahe,Industrial,1978,33.8,0,,,
Upper Lake Oahe,Industrial,1977,20.2,0,,,
Upper Lake Oahe,Irrigation,Year,Acre Feet,Acres,,,
Upper Lake Oahe,Irrigation,2019,686.8,2156.3,,,
Upper Lake Oahe,Irrigation,2018,1637.2,2481.9,,,
Upper Lake Oahe,Irrigation,2017,2509.8,3313.5,,,
Upper Lake Oahe,Irrigation,2016,1638.2,2233,,,
Upper Lake Oahe,Irrigation,2015,1866.1,2474,,,
